Id,Entrega,Respostas,,,,,Certas,Erradas,Nota
a51344,20240403_141536_043921,1,1,1,1,1,5,0,20.0
a51388,20240405_123934_908972,1,1,1,1,1,5,0,20.0
a51392,,,,,
a51394,20240405_120046_065874,1,1,1,1,1,5,0,20.0
a51401,20240405_121113_804783,1,1,1,1,1,5,0,20.0
a51411,20240404_123018_062929,1,1,1,1,1,5,0,20.0
a51413,,,,,
a51421,20240403_133639_993097,1,1,1,1,1,5,0,20.0
a51435,20240405_121644_524288,1,1,1,1,1,5,0,20.0
a51436,,,,,
a51446,20240405_120437_196342,1,1,1,1,1,5,0,20.0
a51452,20240403_140046_254773,1,1,1,1,1,5,0,20.0
a51472,20240405_122146_516050,1,1,1,1,1,5,0,20.0
a51504,,,,,
a51522,20240405_184805_738510,1,1,1,1,1,5,0,20.0
a51533,,,,,
a51540,20240405_115801_459420,1,1,1,1,1,5,0,20.0
a51547,20240325_191653_470943,1,1,1,1,1,5,0,20.0
a51560,20240405_121415_045971,1,1,1,1,1,5,0,20.0
a51564,20240405_115215_256983,1,1,1,1,1,5,0,20.0
a51568,20240405_120547_913463,1,1,1,1,1,5,0,20.0
a51570,20240403_135115_623446,1,0,0,0,1,2,3,0.0
a51573,,,,,
a51576,,,,,
a51579,20240403_134753_229667,1,1,1,1,1,5,0,20.0
a51581,,,,,
a51586,20240403_133750_141967,1,1,1,1,1,5,0,20.0
a51587,20240405_120922_223384,1,1,1,1,1,5,0,20.0
a51589,20240405_120125_743218,1,1,1,1,1,5,0,20.0
a51597,,,,,
a51598,20240405_121843_990276,1,1,1,1,1,5,0,20.0
a51606,20240405_120608_350912,1,1,1,1,1,5,0,20.0
a51609,20240405_120418_371101,1,1,1,1,1,5,0,20.0
a51625,20240404_122132_415743,1,1,1,1,1,5,0,20.0
a51628,20240403_135748_684736,1,1,1,1,0,4,1,12.0
a51631,,,,,
a51635,20240403_140827_799251,1,1,0,1,1,4,1,12.0
a51666,20240404_123139_504936,1,1,1,1,1,5,0,20.0
a51687,20240404_122903_746077,1,1,1,1,1,5,0,20.0
a51692,20240403_132244_777178,1,1,1,1,1,5,0,20.0
a51694,20240405_115313_373373,1,1,1,1,1,5,0,20.0
a51696,20240405_115812_748927,1,1,1,1,1,5,0,20.0
a51706,20240405_115522_594530,1,1,1,1,1,5,0,20.0
a51707,20240403_135954_644036,1,1,1,1,1,5,0,20.0
a51710,20240404_130626_289730,1,1,1,1,1,5,0,20.0
a51719,20240405_123122_169585,1,1,1,1,1,5,0,20.0
a51728,20240405_113212_188532,1,1,1,1,1,5,0,20.0
a51736,20240405_115852_672054,0,0,1,0,1,2,3,0.0
a51742,20240405_120227_591236,1,1,1,1,1,5,0,20.0
a51743,20240405_114242_066408,1,1,1,1,1,5,0,20.0
a51783,20240405_122614_840061,1,1,1,1,1,5,0,20.0
a51788,20240405_122228_869846,1,1,1,1,1,5,0,20.0
a51789,20240405_122627_729624,1,1,1,1,1,5,0,20.0
a51793,20240405_115016_938088,1,1,1,1,1,5,0,20.0
a51794,20240405_122712_611724,1,1,1,1,1,5,0,20.0
a51800,20240404_123725_813919,1,1,1,1,1,5,0,20.0
a51809,20240404_160032_846909,1,1,1,1,1,5,0,20.0
a51811,20240405_122039_201664,1,1,1,1,1,5,0,20.0
a51812,20240405_114616_404091,1,1,1,1,1,5,0,20.0
a51813,,,,,
a51827,20240405_120108_899102,1,1,1,1,1,5,0,20.0
a51829,20240404_121428_628778,1,1,1,1,1,5,0,20.0
a51864,20240405_120119_512976,1,1,1,1,1,5,0,20.0
a51878,,,,,
a51879,,,,,
a51888,20240404_131356_056429,1,1,1,1,1,5,0,20.0
a51945,20240403_133442_201873,1,1,1,1,1,5,0,20.0
a51959,20240403_133203_737348,1,1,1,1,1,5,0,20.0
a51987,20240404_122930_367627,1,1,1,1,1,5,0,20.0
a51998,20240403_140626_936615,1,1,1,1,1,5,0,20.0
a51999,20240404_121956_883560,1,1,1,1,1,5,0,20.0
a52046,20240403_133726_268574,1,1,1,1,1,5,0,20.0
a52057,20240405_124103_858517,1,1,1,1,1,5,0,20.0
cleandro,,,,,

N. alunos,Entregas,% entregas,Média
115,89,77.391,18.966
