Id,Entrega,Respostas,,,,,Certas,Erradas,Nota
a51522,20240412_230859_211118,1,1,1,1,1,5,0,20.0
a51533,20240412_121449_492580,1,1,1,1,1,5,0,20.0
a51540,20240412_121814_583622,1,1,1,1,1,5,0,20.0
a51547,20240408_191820_872227,1,1,1,1,1,5,0,20.0
a51560,20240412_115630_935377,1,1,1,1,1,5,0,20.0
a51564,20240412_120445_874219,1,1,1,1,1,5,0,20.0
a51568,20240412_115426_262168,1,1,1,1,1,5,0,20.0
a51570,20240410_140031_668502,1,1,0,1,1,4,1,12.0
a51573,,,,,
a51576,20240412_115817_597940,1,1,1,1,1,5,0,20.0
a51579,20240410_135159_550815,1,1,1,1,1,5,0,20.0
a51581,20240410_172858_291411,1,1,1,1,1,5,0,20.0
a51586,20240410_135904_533959,1,1,1,1,1,5,0,20.0
a51587,20240412_120835_087225,1,1,1,1,1,5,0,20.0
a51589,,,,,
a51597,,,,,
a51598,20240412_122843_819605,1,1,1,1,1,5,0,20.0
a51606,20240412_115442_002973,1,1,1,1,1,5,0,20.0
a51609,20240412_120141_909300,1,1,1,1,1,5,0,20.0
a51625,20240411_114813_960590,1,1,1,1,1,5,0,20.0
a51628,20240410_135751_185592,1,1,1,1,1,5,0,20.0
a51631,,,,,
a51635,20240410_134402_858842,1,1,1,1,1,5,0,20.0
a51666,20240411_115523_735566,1,1,1,1,1,5,0,20.0
a51687,20240411_122057_834425,1,1,1,1,1,5,0,20.0
a51692,20240410_133927_257818,1,1,1,1,1,5,0,20.0
a51694,20240412_120453_317209,1,1,1,1,1,5,0,20.0
a51696,20240412_120525_852242,1,1,1,1,1,5,0,20.0
a51706,20240412_120053_957135,1,1,1,1,1,5,0,20.0
a51707,20240410_140154_137164,1,1,1,1,1,5,0,20.0
a51710,20240411_124451_301210,1,1,1,1,1,5,0,20.0
a51719,20240412_123956_220553,1,1,1,1,1,5,0,20.0
a51728,20240412_113602_737369,1,1,1,1,1,5,0,20.0
a51736,20240412_121741_149786,1,1,1,1,1,5,0,20.0
a51742,20240412_120747_762947,1,1,1,1,1,5,0,20.0
a51743,20240412_114628_609250,0,1,1,1,1,4,1,12.0
a51783,20240412_123030_130833,1,0,1,1,1,4,1,12.0
a51788,20240412_122618_273101,1,1,1,1,1,5,0,20.0
a51789,,,,,
a51793,20240412_120741_847875,1,1,1,1,1,5,0,20.0
a51794,20240412_120510_081238,1,1,1,1,1,5,0,20.0
a51800,20240411_121416_102945,1,1,1,1,1,5,0,20.0
a51809,20240413_205359_267827,1,1,1,1,1,5,0,20.0
a51811,20240412_115126_362905,1,1,1,1,1,5,0,20.0
a51812,20240412_115350_538857,1,1,1,1,1,5,0,20.0
a51813,20240412_121352_387718,1,1,1,1,1,5,0,20.0
a51827,20240412_120450_122487,1,1,1,1,1,5,0,20.0
a51829,20240411_121340_170132,1,1,1,1,1,5,0,20.0
a51864,20240412_121000_782202,1,1,1,1,1,5,0,20.0
a51878,20240412_120227_561850,1,1,1,1,1,5,0,20.0
a51879,20240411_143522_576437,1,1,1,0,1,4,1,12.0
a51888,20240411_124438_335283,1,1,1,1,1,5,0,20.0
a51945,20240410_135308_452541,1,1,1,1,1,5,0,20.0
a51959,20240410_135334_627842,1,1,1,1,1,5,0,20.0
a51987,20240411_121941_876862,1,1,1,1,1,5,0,20.0
a51998,20240410_140545_215394,1,1,1,1,1,5,0,20.0
a51999,20240411_115728_979556,1,1,1,1,1,5,0,20.0
a52046,20240410_134733_502425,1,1,1,1,1,5,0,20.0
a52057,20240412_123539_227155,1,1,1,1,1,5,0,20.0
cleandro,20240411_143522_576437,1,1,1,0,1,4,1,12.0

N. alunos,Entregas,% entregas,Média
115,94,81.739,19.362
